hs6,hs6_name
611011,Of_wool
611012,Of_Kashmir_(cashmere)_goats
611019,Other
611020,Of_cotton
611030,Of_man-made_fibres
611090,Of_other_textile_materials
611120,Of_cotton
611130,Of_synthetic_fibres
611190,Of_other_textile_materials
611211,Of_cotton
611212,Of_synthetic_fibres
611219,Of_other_textile_materials
611220,Ski_suits
611231,Of_synthetic_fibres
611239,Of_other_textile_materials
611241,Of_synthetic_fibres
611249,Of_other_textile_materials
611300,Garments__made_up_of_knitted_or_crocheted_fabrics_of_heading_59.03__59.06_or_59.07.
611420,Of_cotton
611430,Of_man-made_fibres
611490,Of_other_textile_materials
611510,Graduated_compression_hosiery_(for_example__stockings_for_varicose_veins)
611530,Other_women's_full-length_or_knee-length_hosiery__measuring_per_single_yarn_less_than_67_decitex
611610,Impregnated__coated_or_covered_with_plastics_or_rubber
611691,Of_wool_or_fine_animal_hair
611692,Of_cotton
611693,Of_synthetic_fibres
611699,Of_other_textile_materials
611710,Shawls__scarves__mufflers__mantillas__veils_and_the_like
611780,Other_accessories
611790,Parts
620111,Of_wool_or_fine_animal_hair
620112,Of_cotton
620113,Of_man-made_fibres
620119,Of_other_textile_materials
620191,Of_wool_or_fine_animal_hair
620192,Of_cotton
620193,Of_man-made_fibres
620199,Of_other_textile_materials
620211,Of_wool_or_fine_animal_hair
620212,Of_cotton
620213,Of_man-made_fibres
620219,Of_other_textile_materials
620291,Of_wool_or_fine_animal_hair
620292,Of_cotton
620293,Of_man-made_fibres
620299,Of_other_textile_materials
620311,Of_wool_or_fine_animal_hair
620312,Of_synthetic_fibres
620319,Of_other_textile_materials
620322,Of_cotton
620323,Of_synthetic_fibres
620329,Of_other_textile_materials
620331,Of_wool_or_fine_animal_hair
620332,Of_cotton
620333,Of_synthetic_fibres
620339,Of_other_textile_materials
620341,Of_wool_or_fine_animal_hair
620342,Of_cotton
620343,Of_synthetic_fibres
620349,Of_other_textile_materials
620411,Of_wool_or_fine_animal_hair
620412,Of_cotton
620413,Of_synthetic_fibres
620419,Of_other_textile_materials
620421,Of_wool_or_fine_animal_hair
620422,Of_cotton
620423,Of_synthetic_fibres
620429,Of_other_textile_materials
620431,Of_wool_or_fine_animal_hair
620432,Of_cotton
620433,Of_synthetic_fibres
620439,Of_other_textile_materials
620441,Of_wool_or_fine_animal_hair
620442,Of_cotton
620443,Of_synthetic_fibres
620444,Of_artificial_fibres
620449,Of_other_textile_materials
620451,Of_wool_or_fine_animal_hair
620452,Of_cotton
620453,Of_synthetic_fibres
620459,Of_other_textile_materials
620461,Of_wool_or_fine_animal_hair
620462,Of_cotton
620463,Of_synthetic_fibres
620469,Of_other_textile_materials
620530,Of_man-made_fibres
620590,Of_other_textile_materials
620610,Of_silk_or_silk_waste
620620,Of_wool_or_fine_animal_hair
620630,Of_cotton
620640,Of_man-made_fibres
620690,Of_other_textile_materials
620791,Of_cotton
620799,Of_other_textile_materials
620891,Of_cotton
620892,Of_man-made_fibres
620899,Of_other_textile_materials
620920,Of_cotton
620930,Of_synthetic_fibres
620990,Of_other_textile_materials
621010,Of_fabric_s_of_heading_56.02_or_56.03
621020,Other_garments__of_the_type_described_in_subheadings_6201.11_to_6201.19
621030,Other_garments__of_the_type_described_in_subheadings_6202.11_to_6202.19
621040,Other_men's_or_boys'_garments
621050,Other_women's_or_girls'_garments
621120,Ski_suits
621132,Of_cotton
621133,Of_man-made_fibres
621139,Of_other_textile_materials
621142,Of_cotton
621143,Of_man-made_fibres
621149,Of_other_textile_materials
621390,Of_other_textile_materials
621410,Of_silk_or_silk_waste
621420,Of_wool_or_fine_animal_hair
621430,Of_synthetic_fibres
621440,Of_artificial_fibres
621490,Of_other_textile_materials
621510,Of_silk_or_silk_waste
621600,Gloves__mittens_and_mitts
621710,Accessories
630120,Blankets_(other_than_electric_blankets)_and_travelling_rugs__of_wool_or_of_fine_animal_hair
630130,Blankets_(other_than_electric_blankets)_and_travelling_rugs__of_cotton
630140,Blankets_(other_than_electric_blankets)_and_travelling_rugs__of_synthetic_fibres
630210,Bed_linen__knitted_or_crocheted
630222,Of_man-made_fibres
630229,Of_other_textile_materials
630232,Of_man-made_fibres
630239,Of_other_textile_materials
630240,Table_linen__knitted_or_crocheted
630253,Of_man-made_fibres
630259,Of_other_textile_materials
630293,Of_man-made_fibres
630299,Of_other_textile_materials
630312,Of_synthetic_fibres
630319,Of_other_textile_materials
630392,Of_synthetic_fibres
630399,Of_other_textile_materials
630411,Knitted_or_crocheted
630419,Other
630491,Knitted_or_crocheted
630493,Not_knitted_or_crocheted__of_synthetic_fibres
630499,Not_knitted_or_crocheted__of_other_textile_materials
630533,Other__of_polyethylene_or_polypropylene_strip_or_the_like
630619,Of_other_textile_materials
630629,Of_other_textile_materials
630640,Pneumatic_mattresses
630690,Other
630710,Floor-cloths__dish-cloths__dusters_and_similar_cleaning_cloths
630720,Life-jackets_and_life-belts
630790,Other
640110,Footwear_incorporating_a_protective_metal_toe-cap
640192,Covering_the_ankle_but_not_covering_the_knee
640212,Ski-boots__cross-country_ski_footwear_and_snowboard_boots
640299,Other
640312,Ski-boots__cross-country_ski_footwear_and_snowboard_boots
640319,Other
640320,Footwear_with_outer_soles_of_leather__and_uppers_which_consist_of_leather_straps_across_the_instep_and_around_the_big_toe
640340,Other_footwear__incorporating_a_protective_metal_toe-cap
640351,Covering_the_ankle
640359,Other
640391,Covering_the_ankle
640399,Other
640419,Other
640420,Footwear_with_outer_soles_of_leather_or_composition_leather
640510,With_uppers_of_leather_or_composition_leather
640590,Other
640610,Uppers_and_parts_thereof__other_than_stiffeners
640690,Other
650500,Hats_and_other_headgear__knitted_or_crocheted__or_made_up_from_lace__felt_or_other_textile_fabric__in_the_piece_(but_not_in_strips)__whether_or_not_lined_or_trimmed;_hair-nets_of_any_material__whether_or_not_lined_or_trimmed
650610,Safety_headgear
650691,Of_rubber_or_of_plastics
650699,Of_other_materials
680291,Marble__travertine_and_alabaster
680410,Millstones_and_grindstones_for_milling__grinding_or_pulping
680422,Of_other_agglomerated_abrasives_or_of_ceramics
681320,Containing_asbestos
681381,Brake_linings_and_pads
681389,Other
681599,Other
690911,Of_porcelain_or_china
690912,Articles_having_a_hardness_equivalent_to_9_or_more_on_the_Mohs_scale
690919,Other
700510,Non-wired_glass__having_an_absorbent__reflecting_or_non-reflecting_layer
700521,Coloured_throughout_the_mass_(body_tinted)__opacified__flashed_or_merely_surface_ground
700529,Other
700711,Of_size_and_shape_suitable_for_incorporation_in_vehicles__aircraft__spacecraft_or_vessels
700721,Of_size_and_shape_suitable_for_incorporation_in_vehicles__aircraft__spacecraft_or_vessels
701690,Other
701890,Other
701919,Other
710121,Unworked
710122,Worked
710692,Semi-manufactured
710813,Other_semi-manufactured_forms
711019,Other
711031,Unwrought_or_in_powder_form
711230,Ash_containing_precious_metal_or_precious_metal_compounds
711319,Of_other_precious_metal__whether_or_not_plated_or_clad_with_precious_metal
711620,Of_precious_or_semi-precious_stones_(natural__synthetic_or_reconstructed)
711711,Cuff-links_and_studs
711719,Other
711790,Other
711890,Other
720110,Non-alloy_pig_iron_containing_by_weight_0.5_%_or_less_of_phosphorus
720260,Ferro-nickel
720280,Ferro-tungsten_and_ferro-silico-tungsten
720299,Other
720450,Remelting_scrap_ingots
720521,Of_alloy_steel
720610,Ingots
720690,Other
720720,Containing_by_weight_0.25_%_or_more_of_carbon
720810,In_coils__not_further_worked_than_hot-rolled__with_patterns_in_relief
720825,Of_a_thickness_of_4.75_mm_or_more
720826,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
720827,Of_a_thickness_of_less_than_3_mm
720836,Of_a_thickness_exceeding_10_mm
720837,Of_a_thickness_of_4.75_mm_or_more_but_not_exceeding_10_mm
720838,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
720839,Of_a_thickness_of_less_than_3_mm
720840,Not_in_coils__not_further_worked_than_hot-rolled__with_patterns_in_relief
720851,Of_a_thickness_exceeding_10_mm
720852,Of_a_thickness_of_4.75_mm_or_more_but_not_exceeding_10_mm
720853,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
720854,Of_a_thickness_of_less_than_3_mm
720915,Of_a_thickness_of_3_mm_or_more
720916,Of_a_thickness_exceeding_1mm_but_less_than_3_mm
720917,Of_a_thickness_of_0.5_mm_or_more_but_not_exceeding_1_mm
720918,Of_a_thickness_of_less_than_0.5_mm
720925,Of_a_thickness_of_3_mm_or_more
720926,Of_a_thickness_exceeding_1mm_but_less_than_3_mm
720927,Of_a_thickness_of_0.5_mm_or_more_but_not_exceeding_1_mm
720928,Of_a_thickness_of_less_than_0.5_mm
721030,Electrolytically_plated_or_coated_with_zinc
721049,Other
721050,Plated_or_coated_with_chromium_oxides_or_with_chromium_and_chromium_oxides
721090,Other
721113,Rolled_on_four_faces_or_in_a_closed_box_pass__of_a_width_exceeding_150_mm_and_a_thickness_of_not_less_than_4_mm__not_in_coils_and_without_patterns_in_relief
721114,Other__of_a_thickness_of_4.75_mm_or_more
721119,Other
721129,Other
721220,Electrolytically_plated_or_coated_with_zinc
721250,Otherwise_plated_or_coated
721260,Clad
721391,Of_circular_cross-section_measuring_less_than_14_mm_in_diameter
721399,Other
721491,Of_rectangular_(other_than_square)_cross-section
721499,Other
721550,Other__not_further_worked_than_cold-formed_or_cold-finished
721590,Other
721710,Not_plated_or_coated__whether_or_not_polished
721720,Plated_or_coated_with_zinc
721730,Plated_or_coated_with_other_base_metals
721790,Other
721912,Of_a_thickness_of_4.75_mm_or_more_but_not_exceeding_10_mm
721913,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
721932,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
721933,Of_a_thickness_exceeding_1_mm_but_less_than_3_mm
721934,Of_a_thickness_of_0.5_mm_or_more_but_not_exceeding_1_mm
721935,Of_a_thickness_of_less_than_0.5_mm
722020,Not_further_worked_than_cold-rolled_(cold-reduced)
722410,Ingots_and_other_primary_forms
722490,Other
722530,Other__not_further_worked_than_hot-rolled__in_coils
722540,Other__not_further_worked_than_hot-rolled__not_in_coils
722550,Other__not_further_worked_than_cold-rolled_(cold-reduced)
722591,Electrolytically_plated_or_coated_with_zinc
722592,Otherwise_plated_or_coated_with_zinc
722599,Other
722691,Not_further_worked_than_hot-rolled
722692,Not_further_worked_than_cold-rolled_(cold-reduced)
722699,Other
722790,Other
722830,Other_bars_and_rods__not_further_worked_than_hot-rolled__hot-drawn_or_extruded
722840,Other_bars_and_rods__not_further_worked_than_forged
722850,Other_bars_and_rods__not_further_worked_than_cold-formed_or_cold-finished
722860,Other_bars_and_rods
722870,Angles__shapes_and_sections
722990,Other
730110,Sheet_piling
730419,Other
730423,Other_drill_pipe
730429,Other
730431,Cold-drawn_or_cold-rolled_(cold-reduced)
730439,Other
730441,Cold-drawn_or_cold-rolled_(cold-reduced)
730449,Other
730451,Cold-drawn_or_cold-rolled_(cold-reduced)
730459,Other
730490,Other
730511,Longitudinally_submerged_arc_welded
730512,Other__longitudinally_welded
730519,Other
730520,Casing_of_a_kind_used_in_drilling_for_oil_or_gas
730531,Longitudinally_welded
730539,Other
730590,Other
730619,Other
730629,Other
730630,Other__welded__of_circular_cross-section__of_iron_or_non-alloy_steel
730661,Of_square_or_rectangular_cross-section
730669,Of_other_non-circular_cross-section
730690,Other
730890,Other
731029,Other
731210,Stranded_wire__ropes_and_cables
731815,Other_screws_and_bolts__whether_or_not_with_their_nuts_or_washers
731816,Nuts
732010,Leaf-springs_and_leaves_therefor
732020,Helical_springs
732090,Other
732599,Other
732690,Other
740100,Copper_mattes;_cement_copper_(precipitated_copper)
740200,Unrefined_copper;_copper_anodes_for_electrolytic_refining
740311,Cathodes_and_sections_of_cathodes
740312,Wire-bars
740313,Billets
740319,Other
740322,Copper-tin_base_alloys_(bronze)
740329,Other_copper_alloys_(other_than_master_alloys_of_heading_74.05)
740400,Copper_waste_and_scrap
740729,Other
740829,Other
750120,Nickel_oxide_sinters_and_other_intermediate_products_of_nickel_metallurgy
750220,Nickel_alloys
750400,Nickel_powders_and_flakes
750610,Of_nickel__not_alloyed
760200,Aluminium_waste_and_scrap
760612,Of_aluminium_alloys
760692,Of_aluminium_alloys
780110,Refined_lead
780191,Containing_by_weight_antimony_as_the_principal_other_element
780199,Other
780600,Other_articles_of_lead
790111,Containing_by_weight_99.99%_or_more_of_zinc
790112,Containing_by_weight_less_than_99.99%_of_zinc
790120,Zinc_alloys
790700,Other_articles_of_zinc
800700,Other_articles_of_tin
810199,Other
810390,Other
810411,Containing_at_least_99.8%_by_weight_of_magnesium
810419,Other
810820,Unwrought_titanium;_powders
810830,Waste_and_scrap
810890,Other
811292,Unwrought;_waste_and_scrap;_powders
811299,Other
820750,Tools_for_drilling__other_than_for_rock_drilling
820770,Tools_for_milling
820790,Other_interchangeable_tools
820900,Plates__sticks__tips_and_the_like_for_tools__unmounted__of_cermets.
821210,Razors
830890,Other__including_parts
840890,Other_engines
840991,Suitable_for_use_solely_or_principally_with_spark-ignition_internal_combustion_piston_engines
840999,Other
841181,Of_a_power_not_exceeding_5_000_kW
841199,Other
841290,Parts
841330,Fuel__lubricating_or_cooling_medium_pumps_for_internal_combustion_piston_engines
841350,Other_reciprocating_positive_displacement_pumps
841360,Other_rotary_positive_displacement_pumps
841370,Other_centrifugal_pumps
841430,Compressors_of_a_kind_used_in_refrigerating_equipment
841451,Table__floor__wall__window__ceiling_or_roof_fans__with_a_self-contained_electric_motor_of_an_output_not_exceeding_125_W
841459,Other
841480,Other
841490,Parts
841510,Window_or_wall_types__self-contained_or_“split-system”
841581,Incorporating_a_refrigerating_unit_and_a_valve_for_reversal_of_the_cooling/heat_cycle_(reversible_heat_pumps)
841582,Other__incorporating_a_refrigerating_unit
841583,Not_incorporating_a_refrigerating_unit
841590,Parts
841830,Freezers_of_the_chest_type__not_exceeding_800_l_capacity
841850,Other_furniture_(chests__cabinets__display_counters__show-cases_and_the_like)_for_storage_and_display__incorporating_refrigerating_or_freezing_equipment
841861,Heat_pumps_other_than_air_conditioning_machines_of_heading_84.15
841869,Other
842123,Oil_or_petrol-filters_for_internal_combustion_engines
842129,Other
842139,Other
842199,Other
842230,Machinery_for_filling__closing__sealing__or_labelling_bottles__cans__boxes__bags_or_other_containers;_machinery_for_capsuling_bottles__jars__tubes_and_similar_containers;_machinery_for_aerating_beverages
842240,Other_packing_or_wrapping_machinery_(including_heat-shrink_wrapping_machinery)
842490,Parts
843149,Other
844010,Machinery
844331,Machines_which_perform_two_or_more_of_the_functions_of_printing__copying_or_facsimile_transmission__capable_of_connecting_to_an_automatic_data_processing_machine_or_to_a_network
844332,Other__capable_of_connecting_to_an_automatic_data_processing_machine_or_to_a_network
844339,Other
844849,Other
844851,Sinkers__needles_and_other_articles_used_in_forming_stitches
845221,Automatic_units
845229,Other
845290,Furniture__bases_and_covers_for_sewing_machines_and_parts_thereof;_other_parts_of_sewing_machines
845630,Operated_by_electro-discharge_processes
846090,Other
846610,Tool_holders_and_self-opening_dieheads
846729,Other
847170,Storage_units
847330,Parts_and_accessories_of_the_machines_of_heading_84.71
847790,Parts
848180,Other_appliances
848310,Transmission_shafts_(including_cam_shafts_and_crank_shafts)_and_cranks
848320,Bearing_housings__incorporating_ball_or_roller_bearings
848330,Bearing_housings__not_incorporating_ball_or_roller_bearings;_plain_shaft_bearings
848340,Gears_and_gearing__other_than_toothed_wheels__chain_sprockets_and_other_transmission_elements_presented_separately;_ball_or_roller_screws;_gear_boxes_and_other_speed_changers__including_torque_converters
848350,Flywheels_and_pulleys__including_pulley_blocks
848390,Toothed_wheels__chain_sprockets_and_other_transmission_elements_presented_separately;_parts
850110,Motors_of_an_output_not_exceeding_37.5_W
850421,Having_a_power_handling_capacity_not_exceeding_650_kVA
850433,Having_a_power_handling_capacity_exceeding_16_kVA_but_not_exceeding_500_kVA
850440,Static_converters
850590,Other__including_parts
850610,Manganese_dioxide
850710,Lead-acid__of_a_kind_used_for_starting_piston_engines
850720,Other_lead-acid_accumulators
850811,Of_a_power_not_exceeding_1_500_W_and_having_a_dust_bag_or_other_receptacle_capacity_not_exceeding_20_l
851110,Sparking_plugs
851190,Parts
851580,Other_machines_and_apparatus
851590,Parts
851650,Microwave_ovens
851679,Other
852352,Smart_cards
852610,Radar_apparatus
852691,Radio_navigational_aid_apparatus
852872,Other__colour
852990,Other
853650,Other_switches
853910,Sealed_beam_lamp_units
853990,Parts
854110,Diodes__other_than_photosensitive_or_light_emitting_diodes
854121,With_a_dissipation_rate_of_less_than_1W
854129,Other
854140,Photosensitive_semiconductor_devices__including_photovoltaic_cells_whether_or_not_assembled_in_modules_or_made_up_into_panels;_light_emitting_diodes
854160,Mounted_piezo-electric_crystals
854231,Processors_and_controllers__whether_or_not_combined_with_memories__converters__logic_circuits__amplifiers__clock_and_timing_circuits__or_other_circuits
854232,Memories
854233,Amplifiers
854239,Other
854320,Signal_generators
854430,Ignition_wiring_sets_and_other_wiring_sets_of_a_kind_used_in_vehicles__aircraft_or_ships
854442,Fitted_with_connectors
854449,Other
854460,Other_electric_conductors__for_a_voltage_exceeding_1_000V
854470,Optical_fibre_cables
854511,Of_a_kind_used_for_furnaces
854590,Other
870190,Other
870830,Brakes_and_servo-brakes;_parts_thereof
870850,Drive-axles_with_differential__whether_or_not_provided_with_other_transmission_components__and_non-driving_axles;_parts_thereof
870870,Road_wheels_and_parts_and_accessories_thereof
870899,Other
871120,With_reciprocating_internal_combustion_piston_engine_of_a_cylinder_capacity_exceeding_50cc_but_not_exceeding_250_cc
871200,Bicycles_and_other_cycles_(including_delivery_tricycles)__not_motorised
880310,Propellers_and_rotors_and_parts_thereof
890690,Other
900110,Optical_fibres__optical_fibre_bundles_and_cables
900211,For_cameras__projectors_or_photographic_enlargers_or_reducers
900319,Of_other_materials
900653,Other__for_roll_film_of_a_width_of_35mm
900890,Parts_and_accessories
901320,Lasers__other_than_laser_diodes
901590,Parts_and_accessories
901730,Micrometers__callipers_and_gauges
901819,Other
901839,Other
901849,Other
901850,Other_ophthalmic_instruments_and_appliances
901890,Other_instruments_and_appliances
902121,Artificial_teeth
902214,Other__for_medical__surgical_or_veterinary_uses
902230,X-ray_tubes
902290,Other__including_parts_and_accessories
902519,Other
902620,For_measuring_or_checking_pressure
902780,Other_instruments_and_apparatus
902790,Microtomes;_parts_and_accessories
902920,Speed_indicators_and_tachometers;_stroboscopes
903033,Other__without_a_recording_device
903089,Other
903180,Other_instruments__appliances_and_machines
903190,Parts_and_accessories
903210,Thermostats
903289,Other
911310,Of_precious_metal_or_of_metal_clad_with_precious_metal
911320,Of_base_metal__whether_or_not_gold-_or_silver-plated
911390,Other
920290,Other
920590,Other
920790,Other
930510,Of_revolvers_or_pistols
930599,Other
930630,Other_cartridges_and_parts_thereof
940130,Swivel_seats_with_variable_height_adjustment
940140,Seats_other_than_garden_seats_or_camping_equipment__convertible_into_beds
940161,Upholstered
940171,Upholstered
940179,Other
940180,Other_seats
940190,Parts
940360,Other_wooden_furniture
940390,Parts
940490,Other
940540,Other_electric_lamps_and_lighting_fittings
940560,Illuminated_signs__illuminated_name-plates_and_the_like
940599,Other
940600,Prefabricated_buildings
950300,"Tricycles__scooters__pedal_cars_and_similar_wheeled_toys;_dolls'_carriages;_dolls;_other_toys;_reduced-size_(""scale"")_models_and_similar_recreational_models__working_or_not;_puzzles_of_all_kinds"
950490,Other
950651,Lawn-tennis_rackets__whether_or_not_strung
950710,Fishing_rods
960110,Worked_ivory_and_articles_of_ivory
960190,Other
960200,Worked_vegetable_or_mineral_carving_material_and_articles_of_these_materials;_moulded_or_carved_articles_of_wax__of_stearin__of_natural_gums_or_natural_resins_or_of_modelling_pastes__and_other_moulded_or_carved_articles__not_elsewhere_specified_or_included;_worked__unhardened_gelatin_(except_gelatin_of_heading_35.03)_and_articles_of_unhardened_gelatin
960390,Other
960629,Other
960810,Ball_point_pens
960830,Fountain_pens__stylograph_pens_and_other_pens
960840,Propelling_or_sliding_pencils
960899,Other
960910,Pencils_and_crayons__with_leads_encased_in_a_rigid_sheath
961320,Pocket_lighters__gas_fuelled__refillable
961400,Smoking_pipes_(including_pipe_bowls)_and_cigar_or_cigarette_holders__and_parts_thereof
961590,Other
961900,Sanitary_towels(pads)_and_tampons__napkins_and_napkin_liners_for_babies_and_similar_articles__of_any_material
010190,Other
010221,Pure-bred_breeding_animals
010239,Other
010310,Pure-bred_breeding_animals
010391,Weighing_less_than_50_kg
010410,Sheep
010420,Goats
010511,Fowls_of_the_species_Gallus_domesticus
010513,Ducks
010515,Guinea_fowls
010599,Other
010611,Primates
010613,Camels_and_other_camelids_(Camelidae)
010614,Rabbits_and_hares
010631,Birds_of_prey
010632,Psittaciformes_(including_parrots__parakeets__macaws_and_cockatoos)
010639,Other
010641,Bees
010649,Other
020110,Carcasses_and_half-carcasses
020120,Other_cuts_with_bone_in
020210,Carcasses_and_half-carcasses
020220,Other_cuts_with_bone_in
020410,Carcasses_and_half-carcasses_of_lamb__fresh_or_chilled
020421,Carcasses_and_half-carcasses
020422,Other_cuts_with_bone_in
020423,Boneless
020430,Carcasses_and_half-carcasses_of_lamb__frozen
020441,Carcasses_and_half-carcasses
020442,Other_cuts_with_bone_in
020443,Boneless
020450,Meat_of_goats
020500,Meat_of_horses__asses__mules_or_hinnies__fresh__chilled_or_frozen
020621,Tongues
020622,Livers
020680,Other__fresh_or_chilled
020690,Other__frozen
020711,Not_cut_in_pieces__fresh_or_chilled
020712,Not_cut_in_pieces__frozen
020724,Not_cut_in_pieces__fresh_or_chilled
020725,Not_cut_in_pieces__frozen
020726,Cuts_and_offal__fresh_or_chilled
020741,Not_cut_in_pieces__fresh_or_chilled
020742,Not_cut_in_pieces__frozen
020743,Fatty_livers__fresh_or_chilled
020744,Other__fresh_or_chilled
020752,Not_cut_in_pieces__frozen
020753,Fatty_livers__fresh_or_chilled
020810,Of_rabbits_or_hares
020850,Of_reptiles_(including_snakes_and_turtles)
020860,Of_camels_and_other_camelids_(Camelidae)
020910,Of_pigs
021020,Meat_of_bovine_animals
021093,Of_reptiles_(including_snakes_and_turtles)
030119,Other
030211,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
030214,Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
030219,Other
030221,Halibut_(Reinhardtius_hippoglossoides__Hippoglossus_hippoglossus__Hippoglossus_stenolepis)
030223,Sole_(Solea_spp.)
030224,Turbots_(Psetta_maxima)
030229,Other
030231,Albacore_or_longfinned_tunas_(Thunnus_alalunga)
030232,Yellowfin_tunas_(Thunnus_albacares)
030233,Skipjack_or_stripe-bellied_bonito
030234,Bigeye_tunas_(Thunnus_obesus)
030236,Southern_bluefin_tunas_(Thunnus_maccoyii)
030239,Other
030242,Anchovies_(Engraulis_spp.)
030244,Mackerel_(Scomber_scombrus__Scomber_australasicus__Scomber_japonicus)
030245,Jack_and_horse_mackerel_(Trachurus_spp.)
030246,Cobia_(Rachycentron_canadum)
030247,Swordfish_(Xiphias_gladius)
030251,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
030255,Alaska_Pollack_(Theragra_chalcogramma)
030274,Eels_(Anguilla_spp.)
030279,Other
030282,Rays_and_skates_(Rajidae)
030284,Seabass_(Dicentrarchus_spp.)
030285,Seabream_(Sparidae)
030311,Sockeye_salmon_(red_salmon)_(Oncorhynchus_nerka)
030313,Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
030314,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
030319,Other
030323,Tilapias_(Oreochromis_spp.)
030324,Catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)
030325,Carp_(Cyprinus_carpio__Carassius_carassius__Ctenopharyngodon_idellus__Hypophthalmichthys_spp.__Cirrhinus_spp.__Mylopharyngodon_piceus)
030326,Eels_(Anguilla_spp.)
030329,Other
030331,Halibut_(Reinhardtius_hippoglossoides__Hippoglossus_hippoglossus__Hippoglossus_stenolepis)
030332,Plaice_(Pleuronectes_platessa)
030333,Sole_(Solea_spp.)
030334,Turbots_(Psetta_maxima)
030339,Other
030341,Albacore_or_longfinned_tunas_(Thunnus_alalunga)
030342,Yellowfin_tunas_(Thunnus_albacares)
030343,Skipjack_or_stripe-bellied_bonito
030344,Bigeye_tunas_(Thunnus_obesus)
030346,Southern_bluefin_tunas_(Thunnus_maccoyii)
030349,Other
030351,Herrings_(Clupea_harengus__Clupea_pallasii)
030354,Mackerel_(Scomber_scombrus__Scomber_australasicus__Scomber_japonicus)
030355,Jack_and_horse_mackerel_(Trachurus_spp.)
030356,Cobia_(Rachycentron_canadum)
030357,Swordfish_(Xiphias_gladius)
030363,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
030367,Alaska_Pollack_(Theragｒa_chalcogramma)
030381,Dogfish_and_other_sharks
030382,Rays_and_skates_(Rajidae)
030383,Toothfish_(Dissostichus_spp.)
030384,Seabass_(Dicentrarchus_spp.)
030433,Nile_Perch_(Lates_niloticus)
030439,Other
030441,Pacific_salmon_(Oncorhynchus_nerka__Oncorhynchus_gorbuscha__Oncorhynchus_keta__Oncorhynchus_tschawytscha__Oncorhynchus_kisutch__Oncorhynchus_masou_and_Oncorhynchus_rhodurus)__Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
030442,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
030443,Flat_fish_(Pleuronectidae__Bothidae__Cynoglossidae__Soleidae__Scophthalmidae_and_Citharidae)
030445,Swordfish_(Xiphias_gladius)
030446,Toothfish_(Dissostichus_spp.)
030452,Salmonidae
030454,Swordfish_(Xiphias_gladius)
030455,Toothfish_(Dissostichus_spp.)
030461,Tilapias_(Oreochromis_spp.)
030462,Catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)
030463,Nile_Perch_(Lates_niloticus)
030469,Other
030471,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
030472,Haddock_(Melanogrammus_aeglefinus)
030473,Coalfish_(Pollachius_virens)
030475,Alaska_Pollack_(Theragra_chalcogramma)
030481,Pacific_salmon_(Oncorhynchus_nerka__Oncorhynchus_gorbuscha__Oncorhynchus_keta__Oncorhynchus_tschawytscha__Oncorhynchus_kisutch__Oncorhynchus_masou_and_Oncorhynchus_rhodurus)__Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
030482,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
030483,Flat_fish_(Pleuronectidae__Bothidae__Cynoglossidae__Soleidae__Scophthalmidae_and_Citharidae)
030484,Swordfish_(Xiphias_gladius)
030485,Toothfish_(Dissostichus_spp.)
030486,Herrings_(Clupea_harengus__Clupea_pallasii)
030491,Swordfish_(Xiphias_gladius)
030492,Toothfish_(Dissostichus_spp.)
